3.602	3.14E-13	-3.69E-05	5.22E-05	3.20E-04	-6.65E-05
3.604	3.36E-13	-3.96E-05	5.60E-05	3.43E-04	-7.14E-05
3.606	3.51E-13	-4.13E-05	5.84E-05	3.58E-04	-7.44E-05
3.608	3.56E-13	-4.20E-05	5.93E-05	3.64E-04	-7.56E-05
3.61	3.53E-13	-4.16E-05	5.88E-05	3.60E-04	-7.49E-05
3.612	3.40E-13	-4.02E-05	5.68E-05	3.48E-04	-7.24E-05
3.614	3.19E-13	-3.78E-05	5.34E-05	3.27E-04	-6.80E-05
3.616	2.90E-13	-3.44E-05	4.86E-05	2.98E-04	-6.19E-05
3.618	2.54E-13	-3.01E-05	4.26E-05	2.61E-04	-5.42E-05
3.62	2.11E-13	-2.51E-05	3.55E-05	2.17E-04	-4.51E-05
3.622	1.62E-13	-1.94E-05	2.75E-05	1.68E-04	-3.49E-05
3.624	1.09E-13	-1.32E-05	1.87E-05	1.15E-04	-2.37E-05
3.626	5.37E-14	-6.72E-06	9.50E-06	5.82E-05	-1.20E-05
3.628	-3.55E-15	-2.49E-08	3.53E-08	2.24E-07	9.08E-08
3.63	-6.08E-14	6.67E-06	-9.43E-06	-5.78E-05	1.22E-05
3.632	-1.16E-13	1.32E-05	-1.87E-05	-1.14E-04	2.39E-05
3.634	-1.69E-13	1.94E-05	-2.74E-05	-1.68E-04	3.50E-05
3.636	-2.17E-13	2.50E-05	-3.54E-05	-2.17E-04	4.52E-05
3.638	-2.60E-13	3.00E-05	-4.24E-05	-2.60E-04	5.42E-05
3.64	-2.95E-13	3.42E-05	-4.83E-05	-2.96E-04	6.17E-05
3.642	-3.23E-13	3.74E-05	-5.29E-05	-3.24E-04	6.75E-05
3.644	-3.42E-13	3.97E-05	-5.61E-05	-3.44E-04	7.16E-05
3.646	-3.52E-13	4.08E-05	-5.78E-05	-3.54E-04	7.36E-05
3.648	-3.52E-13	4.09E-05	-5.78E-05	-3.54E-04	7.37E-05
3.65	-3.42E-13	3.98E-05	-5.63E-05	-3.45E-04	7.17E-05
3.652	-3.23E-13	3.76E-05	-5.32E-05	-3.26E-04	6.78E-05
3.654	-2.95E-13	3.44E-05	-4.87E-05	-2.98E-04	6.20E-05
3.656	-2.59E-13	3.03E-05	-4.28E-05	-2.62E-04	5.44E-05
3.658	-2.15E-13	2.52E-05	-3.57E-05	-2.19E-04	4.54E-05
3.66	-1.65E-13	1.95E-05	-2.76E-05	-1.69E-04	3.51E-05
3.662	-1.11E-13	1.32E-05	-1.87E-05	-1.15E-04	2.37E-05
3.664	-5.35E-14	6.60E-06	-9.33E-06	-5.72E-05	1.17E-05
3.666	5.60E-15	-2.41E-07	3.40E-07	2.08E-06	-5.74E-07
3.668	6.46E-14	-7.07E-06	1.00E-05	6.13E-05	-1.29E-05
